stamp,strategy,chosen_x,chosen_y,information_gain,loop_closure,localization_uncertainty,safety,distance,collisions_vehicules,collisions_pietons,collisions_obstacles,nb_candidats,safety_min,candidats_penalises,info_gain_min,info_gain_max,loop_closure_max
1789317550,random,31.958200468574407,-4.673165473090268e-06,0.0,0.0,0.0,1.0,32.0,0,0,0,4,1.0,0,0.0,0.0,0.0
1789317558,random,49.32563152761305,-6.941622683775961e-06,0.10751824328847827,0.0,0.09660907153156931,1.0,32.0,0,0,0,3,1.0,0,0.10751824328847827,0.6340718698646434,0.0
1789317560,random,99.50959701649259,-1.375991809515753e-05,0.5516514993462085,0.0,0.23807284073491805,1.0,64.0,0,0,0,4,1.0,0,0.5516514993462085,0.6840874771684171,0.0
1789317566,random,124.91209642486626,-1.7316001197364983e-05,0.28931512351877886,0.0,0.4251626110820253,0.4400388524061068,40.0,0,0,0,3,0.4396704582047257,3,0.1676374104572538,0.39440110351988017,0.0
1789317569,random,174.51371012611182,-2.4504858140872443e-05,0.5535716438364704,0.0,0.5027096998243918,0.46523702148838236,64.0,0,0,0,3,0.46503660603364644,3,0.4807815222587581,0.5739132416335677,0.0
1789317575,random,132.05222619701988,7.999981684664059,5.02108857200241e-05,0.0,0.6024714767001218,1.0,240.0,0,0,0,1,1.0,0,5.02108857200241e-05,5.02108857200241e-05,0.0
1789317606,random,93.08492784570608,7.999987202533621,0.00012050612572805785,0.5775285141023245,0.6373638911382675,1.0,56.0,0,0,0,4,1.0,0,0.00011157974604449801,0.0002008435428800964,0.6047857403747631
1789317610,random,25.976367858747494,7.9999966689940365,2.23159492088996e-05,0.5748028399791487,0.6707261317222412,1.0,72.0,0,0,0,5,1.0,0,0.0,3.34739238133494e-05,0.5748028399791487
1789317618,random,-7.656767558416205,25.72551629916562,0.037356898975697925,0.0,0.7777432971266811,1.0,72.0,0,0,0,5,1.0,0,0.0,0.2810470643368816,0.5962093648139446
1789317625,random,-7.093889028230816,85.73411484095887,0.567038141530667,0.0,0.8311651869830012,1.0,64.0,0,0,0,2,1.0,0,0.567038141530667,0.6139576948229646,0.0
1789317668,random,-6.8998523898152655,106.42003781051162,0.21173930508134164,0.0,0.8525868547943807,0.5938441467877559,32.0,0,0,0,6,0.5938441467877559,6,0.21173930508134164,0.6227765916930448,0.0
1789317670,random,-6.172947459132527,146.40227347053855,0.4698284504039544,0.0,0.8703030794995433,1.0,48.0,0,0,0,3,1.0,0,0.2544018209814554,0.4698284504039544,0.0
1789317675,random,-1.7206544279646456,161.7492161309212,0.13757782687286604,0.0,0.8985898296317739,1.0,40.0,0,0,0,7,1.0,0,0.13757782687286604,0.6622815826471179,0.0
1789317677,random,39.77041472772304,194.12210155025124,0.573178779445098,0.0,0.9109296993901655,1.0,72.0,0,0,0,8,1.0,0,0.1053089643167972,0.6550623730780389,0.0
1789317684,random,55.56804463352787,198.01655173458667,0.1876882908214501,0.0,0.925414984751901,1.0,40.0,0,0,0,7,1.0,0,0.1876882908214501,0.6787005422775658,0.0
1789317686,random,129.13642209196257,200.33065334175657,0.6745441967374082,0.0,0.9258876704111393,1.0,88.0,0,0,0,8,1.0,0,0.1483229564169512,0.6745441967374082,0.0
1789317695,random,224.25600750520556,89.38824054453337,0.898440115150298,0.0,0.9314412273879612,1.0,216.0,0,0,0,5,1.0,0,0.8652214300060252,0.905032716356064,0.0
1789317745,random,127.19828356651081,7.999982569504445,0.6664490861618799,0.7593762187106021,0.9327241100798376,1.0,168.0,0,0,0,5,1.0,0,0.6664490861618799,0.6806469524945951,0.827466154563572
1789317765,random,96.38882422057864,7.999986559963463,0.0,0.8845378634655423,0.6401288105238273,1.0,56.0,0,0,0,4,1.0,0,0.0,0.0,0.8925061931649246
