stamp,strategy,chosen_x,chosen_y,information_gain,loop_closure,localization_uncertainty,safety,distance,collisions_vehicules,collisions_pietons,collisions_obstacles,nb_candidats,safety_min,candidats_penalises,info_gain_min,info_gain_max,loop_closure_max
1789320689,weighted,31.958200468574407,-4.673165473090268e-06,0.3463212157729129,0.0,0.12898456956149015,1.0,32.0,0,0,0,4,1.0,0,0.3463212157729129,0.6041560488541275,0.0
1789320697,weighted,48.80132682529138,-6.74653207732856e-06,0.1223806654616054,0.0,0.10374234296074211,0.7358966796268839,32.0,0,0,0,3,0.437696531858727,3,0.1223806654616054,0.6474432924630938,0.0
1789320699,weighted,98.66585208514255,-1.3899234517111836e-05,0.5398388699728328,0.0,0.24040019179177277,0.5868037422098495,64.0,0,0,0,4,0.5868037422098495,4,0.5398388699728328,0.6762321093557743,0.0
1789320705,weighted,115.93069449390484,-1.63318022419201e-05,0.19307759255539936,0.0,0.42390471476980607,0.4396858156368352,32.0,0,0,0,3,0.4396858156368352,3,0.19307759255539936,0.4214563657189324,0.0
1789320707,weighted,173.4141917268018,-2.4402007019919125e-05,0.6322313504053905,0.0,0.4770148130071721,0.44430337986593804,64.0,0,0,0,3,0.44413046321443045,3,0.5831185025347817,0.6632388081223188,0.0
1789320714,weighted,125.65182353822485,7.999982015365491,0.0007632054629443663,0.0,0.6175588241913572,1.0,248.0,0,0,0,1,1.0,0,0.0007632054629443663,0.0007632054629443663,0.0
1789320746,weighted,55.75428667634852,7.999991944079917,8.92637968355984e-05,0.5781467589335016,0.6417227849982909,1.0,72.0,0,0,0,1,1.0,0,8.92637968355984e-05,8.92637968355984e-05,0.5781467589335016
1789320754,weighted,43.50603320358088,7.999994210264597,0.0,0.5970637924214627,0.7350328473835104,1.0,32.0,0,0,0,7,1.0,0,0.0,0.16158978822164202,0.5989618700054107
1789320755,weighted,17.572323729792483,7.99999734434957,0.0,0.6000579131453293,0.7496917559146659,1.0,32.0,0,0,0,4,1.0,0,0.0,0.2060403695521189,0.6000579131453293
1789320758,weighted,-7.6652120998255135,24.824809433555867,0.011598714601325569,0.0,0.7904086017142733,1.0,48.0,0,0,0,3,0.18949569210477948,2,0.011598714601325569,0.23659369351275358,0.0
1789320764,weighted,-7.110559965196112,83.95691895284375,0.5713926892950392,0.0,0.8349167661958727,1.0,64.0,0,0,0,2,1.0,0,0.5713926892950392,0.6172090961000993,0.0
1789320807,weighted,-6.906751226087254,105.68556176716815,0.3199666468018135,0.0,0.8536140770635087,0.5655357488116665,32.0,0,0,0,6,0.5655357488116665,6,0.3199666468018135,0.656124328213644,0.0
1789320809,weighted,-6.680025409750945,129.8551496466782,0.3368232851154405,0.0,0.8698294610209646,1.0,32.0,0,0,0,3,1.0,0,0.3368232851154405,0.5193280977023189,0.0
1789320812,weighted,-4.501276016625874,154.40422324879788,0.5497386879680135,0.0,0.8905930818641747,1.0,32.0,0,0,0,7,1.0,0,0.5497386879680135,0.771369841267327,0.0
1789320815,weighted,7.259132363377872,175.02457233243803,0.37165316385450786,0.0,0.9051371984092311,1.0,32.0,0,0,0,6,0.9592337474540682,2,0.37165316385450786,0.7078172770078776,0.0
1789320818,weighted,26.23179332936094,188.46752444043906,0.37487447278569996,0.0,0.9193589256518296,0.9971742062261258,32.0,0,0,0,6,0.8951843756681228,6,0.37487447278569996,0.6732498716832921,0.0
1789320821,weighted,63.168223245346894,198.95364195484032,0.6546830019414877,0.0,0.9248741953733566,0.2544377270067516,48.0,0,0,0,6,0.03494084963633795,6,0.4721831693111066,0.7718863671866283,0.0
1789320826,weighted,87.31982327104474,199.60165349568854,0.5920867644105242,0.0,0.9267246373196312,1.0,48.0,0,0,0,7,0.7595379685375548,4,0.4753297181495615,0.8019236348218072,0.0
1789320829,weighted,97.78288832372225,199.784070965866,0.23746401553190064,0.0,0.9259478882935909,0.3744383708959189,32.0,0,0,0,7,0.015454778791507598,7,0.23746401553190064,0.6817299323826739,0.0
1789320830,weighted,122.769800638906,200.2196660819058,0.5929403494677646,0.0,0.9266542792039021,0.22854106897680715,32.0,0,0,0,4,0.027428762038095845,4,0.5929403494677646,0.7525894471064183,0.0
1789320833,weighted,148.5243064291505,200.66864990885682,0.4125326370757181,0.0,0.9296510710691617,1.0,32.0,0,0,0,1,1.0,0,0.4125326370757181,0.4125326370757181,0.0
1789320836,weighted,223.90552853114275,105.86821204537227,0.8739832295641695,0.0,0.9376338509902871,0.5058172814545918,176.0,0,0,0,5,0.5058172814545918,5,0.8739832295641695,0.9065654697096226,0.0
1789320883,weighted,132.75249199022187,7.999981756801819,0.6102774510085215,0.7505654186394233,0.9188237957948358,1.0,192.0,0,0,0,5,1.0,0,0.6102774510085215,0.6380917500561182,0.7505654186394233
1789320905,weighted,118.50625107286191,7.999983460990562,0.0,0.6065656303627068,0.6373435333613056,0.9583838957879035,40.0,0,0,0,4,0.9583838957879035,3,0.0,0.0,0.6454776237326774
1789320906,weighted,101.09265702014456,7.999986232387353,0.0,0.6292685775663285,0.6351785691116931,1.0,32.0,0,0,0,2,1.0,0,0.0,0.0,0.6378446505603284
