timestamp,gt_x,gt_y,est_x,est_y,error,z_drift
1789316598.6730635,0.0,-0.0,0.0,-0.0,0.0,0.0
1789316595.5863128,-2.589965424160461,-0.00017724195195479436,-2.557645020821025,0.0028208057404055407,0.03245915528767641,-0.2265510526485741
1789316596.6342278,-2.589965424160461,-0.00017724195195479436,-2.5446392911868267,0.002268814002991238,0.045392086535852104,0.0008309939876198769
1789316597.6681626,-1.8961763661342692,-0.00020800647141613893,-1.8753115552293698,0.0011409620191139545,0.020908372726868386,8.800532668828964e-05
1789316599.7453115,3.2009664543064216,0.00013033997788140794,3.253871503682237,-0.003277911675646565,0.053014718982479225,9.616883471608162e-05
1789316600.831566,8.016750115920955,0.0005435020932639256,8.064254734644965,-0.007107394600471058,0.048116785224408244,1.613656058907509e-05
1789316601.8728514,13.350191219857276,0.001595726454066776,13.390483932367191,-0.006958668317668837,0.04119077993091856,-0.0007207104936242104
1789316602.940455,18.85877615908267,0.0006858138035744643,18.89889926597831,-0.013677835365908605,0.04261664140242762,-0.0005550384521484375
1789316604.0401225,25.24693663003813,0.0014428969741779873,25.22683557843062,-0.011638217587163623,0.023982656939855206,0.00022590672597289085
1789316605.143998,32.96653455425377,0.001954995099496981,32.91380045297801,-0.016140793268442373,0.055752515584674665,-0.0005835723131895065
1789316606.2374375,41.13040489180692,0.0019061105950755053,41.19388181377544,-0.016683777546961154,0.06614305378292819,-0.00027427636086940765
1789316607.2427845,49.33953086495961,0.0023258006746079696,49.43779278719758,-0.02106624336683563,0.10100788625813864,-0.0003096386790275574
1789316608.3409762,58.76247585433415,0.0038945755340448196,58.860365392674,-0.021070139703346733,0.10102276339158868,-0.0006707762368023396
1789316609.3417687,67.47237786273294,0.00415595779105149,67.55500572953808,-0.02565011941051975,0.08783943653572694,-0.003269271575845778
1789316610.3462925,76.29026555706328,0.006295131565635659,76.37859360080076,-0.026554667350929845,0.09423880622837043,-0.00578945130109787
1789316611.4400399,85.77208817309767,0.006676522629535775,85.85943789432604,-0.028517649218104235,0.09417326335385266,-0.00032756803557276726
1789316612.5369177,95.34875814242486,0.006839597761912453,95.4373912409123,-0.02800192336526383,0.09523527572250376,-0.0003397366963326931
1789316613.643308,104.58595984974329,0.007390949950334624,104.6925868149832,-0.022876961464010026,0.1108397770552607,-0.000490112230181694
1789316614.7301505,114.14917469175448,0.008768743079253127,114.23963621125414,-0.010036982169395262,0.09239557247138062,-0.0003408812917768955
1789316615.7305174,122.54774471563562,0.00918367579410062,122.70112037720294,-0.007677121703729861,0.1542996437244013,-0.0005682753399014473
1789316616.736278,131.14140730804937,0.00996006973262209,131.23825153792092,-0.0035088774696349634,0.0977763642101241,-0.0003363415598869324
1789316617.8379316,140.5887727781312,0.01484049456079184,140.70199500370276,0.008686638723794451,0.11338933946823831,-0.03457767376676202
1789316618.9288902,150.08920846340553,0.019601802535751833,150.1878279467201,-0.003506502376605644,0.10129065230885904,-0.02231822954490781
1789316619.9329333,158.6834255387899,0.011911458345541526,158.7804077922775,-0.019586547520387285,0.10196902404682708,0.0006224061362445354
1789316620.9403121,167.36228341407116,0.01372588551191889,167.44228845824622,-0.004885203997355814,0.08214121831441669,-0.0003335569053888321
1789316622.0398436,176.46745573687417,0.01498997454390727,176.5474966177123,0.008008286069594167,0.08034479808486526,-0.0008606337942183018
1789316623.1342437,185.328673251303,0.00586040464495019,185.3758732059034,-0.00499068686736609,0.04843120792719579,-0.00031375885009765625
1789316624.138443,193.773901494763,-0.31481284431834533,193.824965126512,-0.6309326382930055,0.3202174552237578,-0.001490745460614562
1789316625.2339697,201.7233995674872,-1.9577562140027513,201.48342977171683,-2.8990253210890327,0.971376875799029,-0.0014756391756236553
1789316626.234464,206.26517564688763,-4.869492728586934,205.6065064095565,-5.9490324026564165,1.2646149896693575,-0.0006966018117964268
1789316627.234486,210.37685316308145,-7.957091457539629,209.60207517543316,-9.02358066023851,1.3182109655201748,-0.0004123304970562458
1789316628.3286517,215.23563487368506,-10.882605476536577,214.79136881475372,-11.845530017696133,1.0604697087072876,-0.0008848952129483223
1789316629.3367574,220.0400258514316,-12.769942815638071,219.88390821226554,-13.540743914798322,0.786452192905225,-0.000822906382381916
1789316630.3384435,225.11015184002468,-13.421498926639826,225.14560667739934,-14.002410365233075,0.5819923925462788,-0.0005210875533521175
1789316631.37454,230.3120695289782,-12.53276044867794,230.4823007570879,-12.63364055956251,0.19787740597606043,-0.0006511686369776726
1789316632.435151,235.02920260107263,-10.235029899465763,235.08633705258762,-9.966898325264019,0.27415121125726416,-0.0006320951506495476
1789316633.4551177,238.88825749295225,-7.040309247596035,238.73536376319126,-6.583406278233349,0.4818057866118524,-0.0005759429186582565
1789316634.5324278,242.04997716504408,-2.5005501700271435,241.63560832384036,-1.9695293472532738,0.6735611707780931,-0.0006181332282721996
1789316635.5750587,243.53330755255436,2.5416299430739087,242.66964005681515,2.951250941253375,0.9558822654207872,-0.0006031417287886143
1789316636.6423032,243.48199383047813,7.7675196190880555,242.2865397546825,7.833355083177524,1.197265532648562,-0.0006277845241129398
1789316637.6506727,242.200621618777,12.59000242664893,240.8349439855108,12.282039832955869,1.399970127223353,-0.0004883194342255592
1789316638.7285156,239.37132178950256,17.317669287953123,237.91838340919753,16.605571189667668,1.6180586017030287,-0.0006206128746271133
1789316639.7375245,235.6413898767099,20.661703282233365,234.37264984333015,19.39695361913091,1.7914499665405672,-0.0006086346693336964
1789316640.800048,230.97529537761508,23.028719658270624,230.14363035361535,21.194121358820368,2.014303262294496,-0.0006404113955795765
1789316641.8397038,225.8406574833531,23.958327930514876,225.56107420673888,21.76925215588879,2.2068573935841784,-0.0005336380563676357
1789316642.940564,220.37193299947242,23.41352680451092,220.64321950738872,21.03622147644894,2.392734208433794,-0.00039901724085211754
1789316644.0349064,215.33865163744764,21.19721549935539,216.37609679933084,18.894807891083566,2.525346166081561,-0.0005989833734929562
1789316645.0367687,211.44517318555955,18.039488066539427,213.21939948604475,15.970017837016773,2.725910122548785,-0.0005944059230387211
1789316646.0729673,207.37331673798352,14.620097746438443,208.92718761227658,12.554456891516889,2.5848378741223508,-0.0006308364681899548
1789316647.1389787,202.86932368572218,11.63359070233846,204.26584797786626,9.517126743793005,2.535685269581068,-0.00035121897235512733
1789316648.2455614,197.61406320974197,9.749941654666069,198.14373718507386,7.8209182702346745,2.000421390064363,-0.0006251526065170765
1789316649.2748065,192.3198842791702,8.804722001444937,192.56910884856717,6.991716483433824,1.8300551615538394,-0.0005054473876953125
1789316650.3322482,186.99284434991108,8.39050653910907,187.10955985411962,6.613038224789294,1.7812961902315518,-0.000639953650534153
1789316651.3370552,181.88750402476893,8.215612881211559,181.9370599552291,6.4709464322222665,1.7453701064452436,-0.0004936978220939636
1789316652.3420718,176.43326021971532,8.106150080520212,176.47948826463923,6.356819197087514,1.7499415909877996,0.00018695835024118423
1789316653.4387016,168.7136233935089,8.045751815958862,168.73300161302672,6.273930990696616,1.7719267908761545,-0.00022300705313682556
1789316654.5332174,159.9785220897946,8.024182334005962,160.00071981762608,6.2264561009268355,1.7978632729497943,-0.0002985382452607155
1789316655.541914,151.31853109723312,8.017216917208959,151.36313871951683,6.184471961805427,1.8332877328785302,-0.00033573154360055923
1789316656.6350043,141.89570322755912,8.014454812999475,141.90583566911894,6.137429582386762,1.8770525785732988,-0.000559310894459486
1789316657.6413767,133.16382812241096,8.013549791621086,133.18819503152935,6.099433823346987,1.9142710587223208,-0.00034358957782387733
1789316658.6745603,124.57804270932019,8.011574080192911,124.59805597585694,6.0694322751132015,1.9422449180975463,-0.0007832716219127178
1789316659.7333148,116.11403882356578,8.011453542140753,116.11344335355481,6.035401850344321,1.9760517815168899,-0.0003110119141638279
1789316660.832173,106.46306005755102,8.009616226152275,106.48237061676933,6.003485015201321,2.0062241483066807,-0.00035762786865234375
1789316661.8731673,97.70595143331039,8.009744693897375,97.73153461434698,5.974728247019215,2.035177249827779,-0.00045974692329764366
1789316662.9377255,88.55401269707984,8.009027049863693,88.56392632384392,5.935468776712263,2.0735819714084998,-0.0003411862999200821
1789316664.0436327,79.1793185931162,8.008663813482118,79.16193668140745,5.897826491483869,2.110908887374201,-0.00048622116446495056
1789316665.1346714,69.48070290133924,8.007417092433647,69.49586084373327,5.857521968742221,2.149948558940374,-0.0005215834826231003
1789316666.2279053,60.200781258400255,8.006741659785794,60.25328159227159,5.821978138547787,2.1853942273166407,-0.0003982163034379482
1789316667.377153,50.45133797139453,8.005151062647771,50.51349830825489,5.795468534130774,2.2105566684235587,-0.00047130556777119637
1789316668.4324558,41.20040219291022,8.005081787179225,41.27341907003706,5.766106704197426,2.2401653703596773,-0.000517730601131916
1789316669.4700916,32.81375217538453,8.004563837673672,32.8298190087577,5.7420210309029285,2.2625998531787883,-0.0005992124788463116
1789316670.6258354,23.38289713930049,8.001302973577761,23.373734495200836,5.71054207362891,2.290779224364794,-0.00031520845368504524
1789316671.6726315,14.11055650422387,8.00085826230748,14.120321971702996,5.686896341543908,2.3139825269649132,-0.001027640886604786
1789316672.7342978,5.843207248771534,8.000733746440458,5.903762119160061,5.659216492158184,2.3423001396980214,-0.000468292273581028
1789316673.772158,-2.372483338443311,8.577499099654943,-2.4829701526237726,6.791654301832183,1.7892593378318207,-0.0010652542114257812
1789316674.841194,-7.775782529495792,11.399239068194928,-7.701538410885447,10.778353047412985,0.6253092354592752,-0.0022025678772479296
1789316675.8740597,-8.913329255736933,14.872337226292503,-8.659955947160832,14.222782129963148,0.6972229605128029,-0.000557861290872097
1789316676.942616,-9.560289344104813,18.730998659341584,-9.262804725462814,18.03309360830949,0.7586623482055017,-8.644070476293564e-05
1789316677.9441507,-9.999416042398195,23.296670390860214,-9.655646650452663,22.585486761687214,0.7899111021135733,-0.00019699102267622948
1789316678.9749124,-10.23740509555016,27.874258613878016,-9.868137797083607,27.154240125464792,0.8091878405992338,-0.0002869796007871628
1789316680.0296497,-10.211138036667826,32.80706007726269,-9.834309246273731,32.03173490924553,0.8620493335248954,-0.0004570768214762211
1789316681.0732636,-10.149124549734843,38.158994336361374,-9.796235827420768,37.32763752513163,0.9031525883894438,-0.0007171630859375
1789316682.1416528,-10.137726021289033,39.17798014889658,-9.78942110359009,38.34995194794378,0.8983022972621185,-0.000788192730396986
1789316683.2026825,-10.137717869237566,39.17845334718826,-9.786839935946746,38.360211315919564,0.8903007052705046,-0.0005119321867823601
1789316684.2276506,-10.137717869237566,39.17845334718826,-9.786554978862839,38.325405766045115,0.9224996212847473,-0.0005119321867823601
1789316685.2358084,-10.137717869237566,39.17845334718826,-9.786136783473278,38.340721429196236,0.9085174881584778,-0.0005119321867823601
1789316686.242853,-10.137717869237566,39.17845334718826,-9.784892680394737,38.31695481027304,0.9309486253220657,-0.0005119321867823601
1789316687.2745676,-10.137717869237566,39.17845334718826,-9.78154949563235,38.33405329185105,0.9164427771607289,-0.0005119321867823601
1789316688.455004,-10.137717869237566,39.17845334718826,-9.780696701837778,38.36264374059575,0.8905107681438401,-0.0005119321867823601
1789316689.4722538,-10.137717869237566,39.17845334718826,-9.779197790767167,38.33511942918988,0.9163780573065449,-0.0005119321867823601
1789316690.5716043,-10.137717869237566,39.17845334718826,-9.778205403614106,38.315385158448585,0.9349523577985365,-0.0005119321867823601
1789316691.572568,-10.137717869237566,39.17845334718826,-9.772495132175093,38.352402004983055,0.9031879470112648,-0.0005119321867823601
1789316692.631918,-10.137717869237566,39.17845334718826,-9.772319076294835,38.34005367746559,0.9145656258984839,-0.0005119321867823601
1789316693.6368787,-10.137717869237566,39.17845334718826,-9.771698492338345,38.32104069752649,0.932269615543544,-0.0005119321867823601
1789316694.7453482,-10.137717869237566,39.17845334718826,-9.77147220499896,38.35933626657097,0.8972673393880827,-0.0005119321867823601
1789316695.8314712,-10.137717869237566,39.17845334718826,-9.771082241225926,38.318984056577335,0.9344030956876883,-0.0005119321867823601
1789316696.8378222,-10.137717869237566,39.17845334718826,-9.769878223672974,38.3586673534431,0.898529398734298,-0.0005119321867823601
1789316697.9300869,-10.137717869237566,39.17845334718826,-9.769423611213439,38.33394772399206,0.9213199271173623,-0.0005119321867823601
1789316698.944739,-10.137717869237566,39.17845334718826,-9.768773373459224,38.37115956199921,0.8876053720939299,-0.0005119321867823601
1789316700.0345798,-10.137717869237566,39.17845334718826,-9.767996110723093,38.33716994349687,0.9189406640505184,-0.0005119321867823601
1789316701.1463337,-10.137717869237566,39.17845334718826,-9.76650373288622,38.33702372954898,0.9196758866403195,-0.0005119321867823601
1789316702.1742697,-10.137717869237566,39.17845334718826,-9.765537599087851,38.35580267811254,0.9029242918536664,-0.0005119321867823601
1789316703.231056,-10.137717869237566,39.17845334718826,-9.763830304118944,38.37023224678376,0.8905129187661435,-0.0005119321867823601
1789316704.2352588,-10.137718098431638,39.178468604255926,-9.763212912328312,38.37860117619073,0.8831998850191964,-0.0003339000977575779
1789316705.2716188,-10.133135202679668,39.59364241467242,-9.76029309814213,38.76025550178363,0.9129868462854709,4.2343512177467346e-05
1789316706.2728093,-10.116774676931392,41.122438159114616,-9.752834633501987,40.238895075536654,0.9555630464547332,-2.7160625904798508e-05
1789316707.3715801,-10.086056317597231,44.02382349720607,-9.740146773892814,43.14816430138197,0.9415054113796191,6.397254765033722e-05
1789316708.3729434,-10.04687390165309,47.95464979706527,-9.728414446300578,47.04947722353267,0.9595591761736503,5.580903962254524e-05
1789316709.4441037,-9.99605445668144,53.1354409512612,-9.715878546236793,52.24785947819556,0.930752068019656,-0.0006117629818618298
1789316710.5342252,-9.94226921038736,58.83803733258963,-9.704615157836843,57.932796167594475,0.9359172054703704,-0.007397346198558807
1789316711.54224,-9.892722535460916,64.15942734245779,-9.701526237268418,63.26850026049134,0.9112118797644009,-0.015462836716324091
